[ 13.7895, 3.3213, -80.2549 ] -11586.7 -18.6141
[ 0, 15, 0 ] 0 1
[ 1, 15, 0 ] 0 1
[ 2, 15, 0 ] 0 1
[ 8, 15, 0 ] 0 1
[ 10, 15, 0 ] 0 1
[ 11, 15, 0 ] 0 1
[ 12, 15, 0 ] 0 1
[ 13, 15, 0 ] 0 1
[ 14, 15, 0 ] 0 1
[ 15, 15, 0 ] 0 1
[ 16, 15, 0 ] 0 1
[ 17, 15, 0 ] 0 1
[ 18, 15, 0 ] 0 1
[ 19, 15, 0 ] 0 1
[ 20, 15, 0 ] 0 1
[ 21, 15, 0 ] 0 1
[ 22, 15, 0 ] 0 1
[ 23, 15, 0 ] 0 1
[ 24, 15, 0 ] 0 1
[ 25, 15, 0 ] 0 1
[ 26, 15, 0 ] 0 1
[ 27, 15, 0 ] 0 1
[ 28, 15, 0 ] 0 1
[ 29, 15, 0 ] 0 1
[ 30, 15, 0 ] 0 1
[ 31, 15, 0 ] 0 1
[ 32, 15, 0 ] 0 1
[ 33, 15, 0 ] 0 1
[ 34, 15, 0 ] 0 1
[ 35, 15, 0 ] 0 1
[ 36, 15, 0 ] 0 1
[ 37, 15, 0 ] 0 1
[ 38, 15, 0 ] 0 1
[ 39, 15, 0 ] 0 1
[ 40, 15, 0 ] 0 1
[ 41, 15, 0 ] 0 1
[ 42, 15, 0 ] 0 1
[ 43, 15, 0 ] 0 1
[ 44, 15, 0 ] 0 1
[ 45, 15, 0 ] 0 1
[ 46, 15, 0 ] 0 1
[ 47, 15, 0 ] 0 1
[ 48, 15, 0 ] 0 1
[ 49, 15, 0 ] 0 1
[ 50, 15, 0 ] 0 1
[ 51, 15, 0 ] 0 1
[ 52, 15, 0 ] 0 1
[ 53, 15, 0 ] 0 1
[ 54, 15, 0 ] 0 1
[ 55, 15, 0 ] 0 1
[ 56, 15, 0 ] 0 1
[ 57, 15, 0 ] 0 1
[ 58, 15, 0 ] 0 1
[ 59, 15, 0 ] 0 1
[ 60, 15, 0 ] 0 1
[ 71, 15, 0 ] 0 1
[ 83, 15, 0 ] 0 1
[ 84, 15, 0 ] 0 1
[ 85, 15, 0 ] 0 1
[ 86, 15, 0 ] 0 1
[ 87, 15, 0 ] 0 1
[ 88, 15, 0 ] 0 1
[ 89, 15, 0 ] 0 1
[ 90, 15, 0 ] 0 1
[ 91, 15, 0 ] 0 1
[ 92, 15, 0 ] 0 1
[ 93, 15, 0 ] 0 1
[ 94, 15, 0 ] 0 1
[ 95, 15, 0 ] 0 1
[ 96, 15, 0 ] 0 1
[ 97, 15, 0 ] 0 1
[ 98, 15, 0 ] 0 1
[ 99, 15, 0 ] 0 1
[ 100, 15, 0 ] 0 1
[ 101, 15, 0 ] 0 1
[ 102, 15, 0 ] 0 1
[ 103, 15, 0 ] 0 1
[ 104, 15, 0 ] 0 1
[ 105, 15, 0 ] 0 1
[ 106, 15, 0 ] 0 1
[ 107, 15, 0 ] 0 1
[ 108, 15, 0 ] 0 1
[ 109, 15, 0 ] 0 1
[ 110, 15, 0 ] 0 1
[ 111, 15, 0 ] 0 1
[ 112, 15, 0 ] 0 1
[ 113, 15, 0 ] 0 1
[ 120, 15, 0 ] 0 1
[ 121, 15, 0 ] 0 1
[ 122, 15, 0 ] 0 1
[ 123, 15, 0 ] 0 1
[ 124, 15, 0 ] 0 1
[ 125, 15, 0 ] 0 1
[ 132, 15, 0 ] 0 1
[ 134, 15, 0 ] 0 1
[ 135, 15, 0 ] 0 1
[ 136, 15, 0 ] 0 1
[ 137, 15, 0 ] 0 1
[ 138, 15, 0 ] 0 1
[ 139, 15, 0 ] 0 1
[ 140, 15, 0 ] 0 1
[ 141, 15, 0 ] 0 1
[ 142, 15, 0 ] 0 1
[ 143, 15, 0 ] 0 1
[ 144, 15, 0 ] 0 1
[ 145, 15, 0 ] 0 1
[ 146, 15, 0 ] 0 1
[ 147, 15, 0 ] 0 1
[ 148, 15, 0 ] 0 1
[ 149, 15, 0 ] 0 1
[ 150, 15, 0 ] 0 1
[ 151, 15, 0 ] 0 1
[ 153, 15, 0 ] 0 1
[ 154, 15, 0 ] 0 1
[ 155, 15, 0 ] 0 1
[ 156, 15, 0 ] 0 1
[ 157, 15, 0 ] 0 1
[ 158, 15, 0 ] 0 1
[ 159, 15, 0 ] 0 1
[ 160, 15, 0 ] 0 1
[ 161, 15, 0 ] 0 1
[ 162, 15, 0 ] 0 1
[ 163, 15, 0 ] 0 1
[ 164, 15, 0 ] 0 1
[ 165, 15, 0 ] 0 1
[ 166, 15, 0 ] 0 1
[ 167, 15, 0 ] 0 1
[ 168, 15, 0 ] 0 1
[ 169, 15, 0 ] 0 1
[ 170, 15, 0 ] 0 1
[ 171, 15, 0 ] 0 1
[ 172, 15, 0 ] 0 1
[ 173, 15, 0 ] 0 1
[ 174, 15, 0 ] 0 1
[ 175, 15, 0 ] 0 1
[ 176, 15, 0 ] 0 1
[ 177, 15, 0 ] 0 1
[ 178, 15, 0 ] 0 1
[ 179, 15, 0 ] 0 1
[ 180, 15, 0 ] 0 1
[ 181, 15, 0 ] 0 1
[ 182, 15, 0 ] 0 1
[ 183, 15, 0 ] 0 1
[ 184, 15, 0 ] 0 1
[ 186, 15, 0 ] 0 1
[ 193, 15, 0 ] 0 1
[ 194, 15, 0 ] 0 1
[ 195, 15, 0 ] 0 1
[ 196, 15, 0 ] 0 1
[ 197, 15, 0 ] 0 1
[ 198, 15, 0 ] 0 1
[ 199, 15, 0 ] 0 1
[ 207, 15, 0 ] 0 1
[ 208, 15, 0 ] 0 1
[ 209, 15, 0 ] 0 1
[ 210, 15, 0 ] 0 1
[ 211, 15, 0 ] 0 1
[ 212, 15, 0 ] 0 1
[ 213, 15, 0 ] 0 1
[ 214, 15, 0 ] 0 1
[ 215, 15, 0 ] 0 1
[ 216, 15, 0 ] 0 1
[ 217, 15, 0 ] 0 1
[ 218, 15, 0 ] 0 1
[ 219, 15, 0 ] 0 1
[ 220, 15, 0 ] 0 1
[ 221, 15, 0 ] 0 1
[ 235, 15, 0 ] 0 1
[ 236, 15, 0 ] 0 1
[ 237, 15, 0 ] 0 1
[ 238, 15, 0 ] 0 1
[ 239, 15, 0 ] 0 1
[ 240, 15, 0 ] 0 1
[ 247, 15, 0 ] 0 1
[ 249, 15, 0 ] 0 1
[ 250, 15, 0 ] 0 1
[ 251, 15, 0 ] 0 1
[ 252, 15, 0 ] 0 1
[ 253, 15, 0 ] 0 1
[ 254, 15, 0 ] 0 1
[ 255, 15, 0 ] 0 1
[ 3, 16, 0 ] 0 1
[ 4, 16, 0 ] 0 1
[ 5, 16, 0 ] 0 1
[ 6, 16, 0 ] 0 1
[ 7, 16, 0 ] 0 1
[ 9, 16, 0 ] 0 1
[ 61, 16, 0 ] 0 1
[ 62, 16, 0 ] 0 1
[ 63, 16, 0 ] 0 1
[ 64, 16, 0 ] 0 1
[ 65, 16, 0 ] 0 1
[ 66, 16, 0 ] 0 1
[ 67, 16, 0 ] 0 1
[ 68, 16, 0 ] 0 1
[ 69, 16, 0 ] 0 1
[ 70, 16, 0 ] 0 1
[ 72, 16, 0 ] 0 1
[ 73, 16, 0 ] 0 1
[ 74, 16, 0 ] 0 1
[ 75, 16, 0 ] 0 1
[ 76, 16, 0 ] 0 1
[ 77, 16, 0 ] 0 1
[ 78, 16, 0 ] 0 1
[ 79, 16, 0 ] 0 1
[ 80, 16, 0 ] 0 1
[ 81, 16, 0 ] 0 1
[ 82, 16, 0 ] 0 1
[ 114, 16, 0 ] 0 1
[ 115, 16, 0 ] 0 1
[ 116, 16, 0 ] 0 1
[ 117, 16, 0 ] 0 1
[ 118, 16, 0 ] 0 1
[ 119, 16, 0 ] 0 1
[ 126, 16, 0 ] 0 1
[ 127, 16, 0 ] 0 1
[ 128, 16, 0 ] 0 1
[ 129, 16, 0 ] 0 1
[ 130, 16, 0 ] 0 1
[ 131, 16, 0 ] 0 1
[ 133, 16, 0 ] 0 1
[ 152, 16, 0 ] 0 1
[ 185, 16, 0 ] 0 1
