[ 8.05444, -5.13195, -46.498 ] 18716.9 -15.4133
[ 0, 15, 0 ] 0 1
[ 1, 15, 0 ] 0 1
[ 2, 15, 0 ] 0 1
[ 3, 15, 0 ] 0 1
[ 4, 15, 0 ] 0 1
[ 5, 15, 0 ] 0 1
[ 6, 15, 0 ] 0 1
[ 7, 15, 0 ] 0 1
[ 8, 15, 0 ] 0 1
[ 9, 15, 0 ] 0 1
[ 10, 15, 0 ] 0 1
[ 28, 15, 0 ] 0 1
[ 30, 15, 0 ] 0 1
[ 31, 15, 0 ] 0 1
[ 32, 15, 0 ] 0 1
[ 33, 15, 0 ] 0 1
[ 34, 15, 0 ] 0 1
[ 35, 15, 0 ] 0 1
[ 36, 15, 0 ] 0 1
[ 37, 15, 0 ] 0 1
[ 38, 15, 0 ] 0 1
[ 39, 15, 0 ] 0 1
[ 40, 15, 0 ] 0 1
[ 41, 15, 0 ] 0 1
[ 42, 15, 0 ] 0 1
[ 43, 15, 0 ] 0 1
[ 44, 15, 0 ] 0 1
[ 45, 15, 0 ] 0 1
[ 46, 15, 0 ] 0 1
[ 47, 15, 0 ] 0 1
[ 48, 15, 0 ] 0 1
[ 49, 15, 0 ] 0 1
[ 50, 15, 0 ] 0 1
[ 51, 15, 0 ] 0 1
[ 52, 15, 0 ] 0 1
[ 53, 15, 0 ] 0 1
[ 54, 15, 0 ] 0 1
[ 55, 15, 0 ] 0 1
[ 56, 15, 0 ] 0 1
[ 57, 15, 0 ] 0 1
[ 58, 15, 0 ] 0 1
[ 59, 15, 0 ] 0 1
[ 60, 15, 0 ] 0 1
[ 61, 15, 0 ] 0 1
[ 62, 15, 0 ] 0 1
[ 63, 15, 0 ] 0 1
[ 64, 15, 0 ] 0 1
[ 65, 15, 0 ] 0 1
[ 66, 15, 0 ] 0 1
[ 67, 15, 0 ] 0 1
[ 68, 15, 0 ] 0 1
[ 69, 15, 0 ] 0 1
[ 70, 15, 0 ] 0 1
[ 71, 15, 0 ] 0 1
[ 72, 15, 0 ] 0 1
[ 73, 15, 0 ] 0 1
[ 74, 15, 0 ] 0 1
[ 75, 15, 0 ] 0 1
[ 77, 15, 0 ] 0 1
[ 83, 15, 0 ] 0 1
[ 85, 15, 0 ] 0 1
[ 86, 15, 0 ] 0 1
[ 87, 15, 0 ] 0 1
[ 89, 15, 0 ] 0 1
[ 90, 15, 0 ] 0 1
[ 98, 15, 0 ] 0 1
[ 99, 15, 0 ] 0 1
[ 100, 15, 0 ] 0 1
[ 101, 15, 0 ] 0 1
[ 102, 15, 0 ] 0 1
[ 103, 15, 0 ] 0 1
[ 104, 15, 0 ] 0 1
[ 105, 15, 0 ] 0 1
[ 106, 15, 0 ] 0 1
[ 107, 15, 0 ] 0 1
[ 108, 15, 0 ] 0 1
[ 109, 15, 0 ] 0 1
[ 110, 15, 0 ] 0 1
[ 111, 15, 0 ] 0 1
[ 112, 15, 0 ] 0 1
[ 113, 15, 0 ] 0 1
[ 114, 15, 0 ] 0 1
[ 115, 15, 0 ] 0 1
[ 116, 15, 0 ] 0 1
[ 117, 15, 0 ] 0 1
[ 118, 15, 0 ] 0 1
[ 119, 15, 0 ] 0 1
[ 120, 15, 0 ] 0 1
[ 121, 15, 0 ] 0 1
[ 122, 15, 0 ] 0 1
[ 123, 15, 0 ] 0 1
[ 124, 15, 0 ] 0 1
[ 125, 15, 0 ] 0 1
[ 126, 15, 0 ] 0 1
[ 127, 15, 0 ] 0 1
[ 129, 15, 0 ] 0 1
[ 131, 15, 0 ] 0 1
[ 134, 15, 0 ] 0 1
[ 135, 15, 0 ] 0 1
[ 136, 15, 0 ] 0 1
[ 137, 15, 0 ] 0 1
[ 138, 15, 0 ] 0 1
[ 139, 15, 0 ] 0 1
[ 140, 15, 0 ] 0 1
[ 141, 15, 0 ] 0 1
[ 142, 15, 0 ] 0 1
[ 143, 15, 0 ] 0 1
[ 144, 15, 0 ] 0 1
[ 145, 15, 0 ] 0 1
[ 146, 15, 0 ] 0 1
[ 147, 15, 0 ] 0 1
[ 148, 15, 0 ] 0 1
[ 149, 15, 0 ] 0 1
[ 150, 15, 0 ] 0 1
[ 151, 15, 0 ] 0 1
[ 152, 15, 0 ] 0 1
[ 153, 15, 0 ] 0 1
[ 154, 15, 0 ] 0 1
[ 155, 15, 0 ] 0 1
[ 156, 15, 0 ] 0 1
[ 157, 15, 0 ] 0 1
[ 158, 15, 0 ] 0 1
[ 159, 15, 0 ] 0 1
[ 160, 15, 0 ] 0 1
[ 161, 15, 0 ] 0 1
[ 162, 15, 0 ] 0 1
[ 165, 15, 0 ] 0 1
[ 166, 15, 0 ] 0 1
[ 167, 15, 0 ] 0 1
[ 168, 15, 0 ] 0 1
[ 169, 15, 0 ] 0 1
[ 170, 15, 0 ] 0 1
[ 178, 15, 0 ] 0 1
[ 179, 15, 0 ] 0 1
[ 180, 15, 0 ] 0 1
[ 181, 15, 0 ] 0 1
[ 182, 15, 0 ] 0 1
[ 183, 15, 0 ] 0 1
[ 185, 15, 0 ] 0 1
[ 190, 15, 0 ] 0 1
[ 191, 15, 0 ] 0 1
[ 192, 15, 0 ] 0 1
[ 193, 15, 0 ] 0 1
[ 194, 15, 0 ] 0 1
[ 202, 15, 0 ] 0 1
[ 203, 15, 0 ] 0 1
[ 204, 15, 0 ] 0 1
[ 205, 15, 0 ] 0 1
[ 207, 15, 0 ] 0 1
[ 208, 15, 0 ] 0 1
