[ -10.0027, -5.48334, -15.4905 ] -597421 -40.9648
[ 5, 15, 0 ] 0 1
[ 6, 15, 0 ] 0 1
[ 7, 15, 0 ] 0 1
[ 8, 15, 0 ] 0 1
[ 9, 15, 0 ] 0 1
[ 10, 15, 0 ] 0 1
[ 11, 15, 0 ] 0 1
[ 12, 15, 0 ] 0 1
[ 13, 15, 0 ] 0 1
[ 14, 15, 0 ] 0 1
[ 15, 15, 0 ] 0 1
[ 16, 15, 0 ] 0 1
[ 17, 15, 0 ] 0 1
[ 19, 15, 0 ] 0 1
[ 20, 15, 0 ] 0 1
[ 21, 15, 0 ] 0 1
[ 22, 15, 0 ] 0 1
[ 23, 15, 0 ] 0 1
[ 24, 15, 0 ] 0 1
[ 25, 15, 0 ] 0 1
[ 26, 15, 0 ] 0 1
[ 27, 15, 0 ] 0 1
[ 28, 15, 0 ] 0 1
[ 39, 15, 0 ] 0 1
[ 40, 15, 0 ] 0 1
[ 41, 15, 0 ] 0 1
[ 42, 15, 0 ] 0 1
[ 43, 15, 0 ] 0 1
[ 44, 15, 0 ] 0 1
[ 45, 15, 0 ] 0 1
[ 46, 15, 0 ] 0 1
[ 47, 15, 0 ] 0 1
[ 48, 15, 0 ] 0 1
[ 49, 15, 0 ] 0 1
[ 50, 15, 0 ] 0 1
[ 51, 15, 0 ] 0 1
[ 52, 15, 0 ] 0 1
[ 53, 15, 0 ] 0 1
[ 54, 15, 0 ] 0 1
[ 55, 15, 0 ] 0 1
[ 56, 15, 0 ] 0 1
[ 57, 15, 0 ] 0 1
[ 58, 15, 0 ] 0 1
[ 59, 15, 0 ] 0 1
[ 60, 15, 0 ] 0 1
[ 61, 15, 0 ] 0 1
[ 62, 15, 0 ] 0 1
[ 63, 15, 0 ] 0 1
[ 64, 15, 0 ] 0 1
[ 65, 15, 0 ] 0 1
[ 66, 15, 0 ] 0 1
[ 67, 15, 0 ] 0 1
[ 68, 15, 0 ] 0 1
[ 69, 15, 0 ] 0 1
[ 70, 15, 0 ] 0 1
[ 71, 15, 0 ] 0 1
[ 72, 15, 0 ] 0 1
[ 73, 15, 0 ] 0 1
[ 74, 15, 0 ] 0 1
[ 75, 15, 0 ] 0 1
